Age,BaCa,Ce,Dy,Er,Eu,Gd,Ho,La,Lu,MgCa,MnCa,Nd,Pr,Sm,SrCa,Tb,Tm,UCa,VCa,Y,Yb,YCa
1969.415068,0.00465,11.6,5.4,3.9,0.7,3.7,1.3,11.1,0.6,3.52,0.00065,9,2.1,2.2,9.35,0.7,0.6,0.0015,0.0001353,103.2,3.6,9.05E-05
1969.49726,0.00421,7.7,3.9,3,0.6,2.9,1,8.3,0.5,3.49,0.00062,7.2,1.6,1.7,9.36,0.5,0.5,0.00132,0.00012925,69.9,3.2,7.87E-05
1969.582192,0.00406,6.6,3.3,2.8,0.5,3,0.9,7.3,0.5,3.73,0.00059,6,1.4,1.9,9.09,0.4,0.4,0.00117,0.00012414,62.8,2.7,7.52E-05
1969.667123,0.00402,6.2,2.9,2.6,0.5,2.9,0.8,7.1,0.5,4,0.00055,5.6,1.3,2,9.04,0.4,0.4,0.00109,0.00012015,61.2,2.5,7.31E-05
1969.749315,0.00395,5.5,2.3,2.2,0.6,2.3,0.7,7,0.5,4.12,0.00058,5.6,1.4,1.6,9.1,0.4,0.4,0.00106,0.00011938,57.8,2.4,6.91E-05
1969.834247,0.00392,5.5,2.7,2.1,0.4,2.3,0.7,6.6,0.4,4.07,0.00065,5.2,1.4,1,9.04,0.4,0.3,0.00106,0.00013273,63.9,2.2,7.13E-05
1969.916438,0.00398,5.7,2.5,2.1,0.4,2.4,0.8,6.7,0.3,4.08,0.00076,4.9,1.4,1.2,9.06,0.3,0.3,0.00105,0.00015649,71,2.2,7.58E-05
1970.00137,0.00422,5.4,2.8,2.4,0.6,2.9,0.9,6.6,0.3,4.15,8.00E-04,5.9,1.5,1.4,8.96,0.4,0.3,0.00104,0.00012449,69.4,2.6,7.39E-05
1970.086301,0.00451,5.7,3.4,2.3,0.5,2.6,0.9,7,0.4,4.22,0.00081,5.6,1.4,1.7,9.02,0.5,0.4,0.00103,0.00011079,64.6,2.4,7.40E-05
1970.163014,0.00468,5.9,3.5,2.4,0.4,2.6,0.8,7.3,0.4,4.25,0.00075,5.2,1.4,1.6,9.14,0.4,0.3,0.00104,0.00011866,62.9,2.2,7.46E-05
1970.247945,0.00463,5.8,3.3,2.6,0.5,2.5,0.8,7,0.4,4.15,0.00067,4.7,1.3,1.6,9.3,0.4,0.3,0.00108,0.00012464,61.7,2.1,7.42E-05
1970.330137,0.00425,6,3.2,2.5,0.6,2.3,0.8,6.8,0.4,3.87,0.00061,4.5,1.3,1.8,9.43,0.5,0.4,0.00116,0.00012097,62.3,2.2,7.57E-05
1970.415068,0.00375,6.9,4,2.7,0.6,3.4,0.9,7.4,0.4,3.53,0.00059,6.3,1.7,1.8,9.48,0.3,0.4,0.00128,0.00012247,74.9,3,8.22E-05
1970.49726,0.00379,8.1,3.9,3.5,0.7,3.9,1,8.4,0.5,3.28,0.00059,8.2,2,2.8,9.51,0.6,0.4,0.0014,0.00012201,82.3,3.6,8.53E-05
1970.582192,0.00441,5.8,3.7,2.3,0.6,2.4,0.7,7.9,0.4,3.4,0.00065,6.5,1.5,1.7,9.52,0.5,0.3,0.00135,0.00012626,54.8,2.6,7.50E-05
1970.667123,0.00447,7.1,3.1,2.6,0.4,3,0.8,8,0.4,3.91,0.00068,6.6,1.7,1.5,9.27,0.4,0.4,0.00115,0.00014076,58.8,2.5,7.39E-05
1970.749315,0.00422,6.1,2.6,2.4,0.4,2.5,0.8,8.6,0.4,4.07,7.00E-04,6.9,1.7,2.5,9.23,0.5,0.3,0.00109,0.00011439,62.7,2.4,7.46E-05
1970.834247,0.00431,6.5,2.9,2.3,0.4,3.2,0.7,8.4,0.4,4.24,0.00065,6.5,1.7,1.7,9.07,0.4,0.4,0.00103,0.0001132,62.2,2.1,7.50E-05
1970.916438,0.0051,7.8,4.2,2.4,0.6,3.1,0.9,9.6,0.3,4.31,0.00064,8.2,2.1,2,8.98,0.5,0.3,0.001,0.0001059,72.9,2.7,7.56E-05
1971.00137,0.0059,8.5,4.4,3.1,0.8,3.7,1.4,11.2,0.5,4.31,0.00069,9,2.3,2.4,8.93,0.6,0.4,0.00098,0.00011162,99.7,2.9,9.35E-05
1971.086301,0.00611,11.4,5,4,0.9,4.1,1.8,13.2,0.6,4.2,0.00097,10.6,2.7,2.8,9.04,0.6,0.5,0.001,0.00012052,121,3.4,0.000102
1971.163014,0.0056,10,4.8,4.1,0.9,4.1,1.6,12.2,0.6,4.08,0.00104,11.7,2.5,2.7,9.11,0.6,0.6,0.00106,0.00012683,104.8,3.7,0.0001027
1971.247945,0.00495,9.7,4.8,3.8,0.7,4.2,1.3,11.6,0.6,3.91,0.00098,11.3,2.4,2.4,9.14,0.7,0.6,0.00113,0.00013138,87.5,3.7,9.98E-05
1971.330137,0.00458,10,5.1,3.7,0.7,3.9,1.2,11.2,0.6,3.73,0.00074,10.3,2.4,2.3,9.23,0.6,0.5,0.0012,0.0001308,78.8,3.6,9.84E-05
1971.415068,0.0046,9.8,5.1,3.5,0.8,3.4,1.1,10.5,0.6,3.58,0.00068,9.5,2.3,2.5,9.37,0.6,0.5,0.00127,0.00012579,77.4,3.4,9.94E-05
1971.49726,0.00466,7.9,4.7,3,0.7,3.8,1,10.3,0.6,3.49,0.00063,8.7,2,2.5,9.41,0.5,0.6,0.00133,0.00012555,71.2,3.3,9.64E-05
1971.582192,0.00438,8.2,4.1,2.8,0.6,2.5,0.8,9.1,0.5,3.78,0.00056,7.5,1.9,1.9,9.29,0.5,0.4,0.00119,0.00012135,58.6,3,8.56E-05
1971.667123,0.00418,7.2,3.2,2.5,0.6,3.5,0.8,9.5,0.4,4.16,0.00053,6.9,1.7,1.5,9.07,0.5,0.4,0.00106,0.00011926,51.7,2.9,7.55E-05
1971.749315,0.0044,6.9,3.8,2.6,0.5,3.4,0.9,9,0.5,4.27,0.00057,7.9,1.7,2,8.98,0.4,0.4,0.00105,0.00012614,63.2,3.1,8.18E-05
1971.834247,0.00451,9.6,3.2,3,0.6,3.6,1.1,9,0.5,4.29,0.00062,8.2,2,1.9,8.94,0.5,0.4,0.00105,0.00013185,78.2,2.9,8.77E-05
1971.916438,0.00459,8.2,3.4,2.9,0.7,3.2,1,8.9,0.6,4.28,0.00066,8.3,1.9,2,8.93,0.5,0.4,0.00106,0.00013474,77.8,2.9,8.76E-05
1972.001366,0.00466,8.3,3.8,3,0.6,3.1,1,8.8,0.6,4.24,7.00E-04,8.3,1.8,1.9,8.91,0.5,0.5,0.00107,0.000145,80.4,2.8,9.00E-05
1972.086066,0.00472,9.9,4.4,3.3,0.5,3.2,1.2,8.7,0.6,4.18,0.00074,8.2,1.9,1.5,8.92,0.6,0.5,0.0011,0.00016151,88.3,2.8,9.48E-05
1972.165301,0.00476,9,4.2,3.4,0.6,3.4,1.3,9.7,0.6,4.08,0.00076,9.2,1.9,2,8.95,0.6,0.5,0.00113,0.0001652,90.9,3.1,9.66E-05
1972.25,0.00485,10.9,4.9,4,0.8,3.7,1.5,10.2,0.7,3.85,0.00072,9.4,2.2,2.6,8.99,0.7,0.5,0.00121,0.00017074,99.4,3.3,9.85E-05
1972.331967,0.00491,13.1,5.5,4.4,0.9,3.9,1.6,10.3,0.8,3.53,0.00068,8.9,2.5,3,9.08,0.8,0.6,0.00132,0.00017479,104.9,3.2,9.92E-05
1972.416667,0.00475,8.7,4.7,3.9,0.9,3.4,1.1,9.3,0.8,3.19,0.00061,7.9,2,2.2,9.21,0.6,0.6,0.00145,0.00016777,79.9,3,9.41E-05
1972.498634,0.00453,8.1,4.3,3.2,0.7,3,0.9,9,0.6,3.36,0.00057,6.5,1.8,1.7,9.33,0.5,0.5,0.00139,0.00015328,63.2,2.5,8.87E-05
1972.583333,0.00438,7.6,3.8,2.7,0.5,2.6,0.6,8.8,0.4,3.69,0.00055,6,1.8,1.5,9.44,0.5,0.4,0.00126,0.00013961,51.1,2.5,8.30E-05
1972.668033,0.00445,6,3.1,2.5,0.5,2.4,0.5,8.7,0.4,4,0.00057,7.5,1.8,1.5,9.27,0.5,0.4,0.00115,0.00013338,45.8,3.3,7.65E-05
1972.75,0.00438,6.6,3.1,2.5,0.5,2.5,0.7,8.7,0.4,4.16,0.00063,7.4,1.8,1.9,9.09,0.5,0.4,0.0011,0.00013971,53.8,3.6,8.11E-05
1972.834699,0.00428,7.1,3,2.5,0.6,2.8,0.9,8.8,0.4,4.24,0.00066,7.2,1.7,1.9,8.91,0.5,0.4,0.00107,0.00014443,62.4,3.4,8.27E-05
1972.916667,0.00419,6.6,2.8,2.5,0.7,3.4,0.9,9.2,0.4,4.26,0.00066,7,1.7,1.4,8.91,0.5,0.4,0.00103,0.00014447,62.9,3,7.83E-05
1973.00137,0.00433,7.3,2.8,2.5,0.6,3.6,0.8,8.4,0.4,4.2,6.00E-04,6.1,1.6,1.4,8.9,0.4,0.3,0.00099,0.00016609,59.2,2.2,7.23E-05
1973.086301,0.00432,6.2,2.8,2.5,0.4,2.7,0.7,7.7,0.4,4.18,0.00056,6.1,1.5,1.1,8.87,0.4,0.4,0.00098,0.00013424,52.6,2.1,7.14E-05
1973.163014,0.00415,6.5,2.9,2.2,0.7,2.5,0.7,7.5,0.4,3.88,0.00053,5.3,1.3,1.8,8.94,0.4,0.3,0.00102,0.00012734,52.2,1.9,7.15E-05
1973.247945,0.00391,7.7,3.2,2.5,0.7,2.7,0.9,7.7,0.4,3.83,0.00051,7.1,1.6,1.8,8.99,0.4,0.4,0.00109,0.00012622,63.8,2.6,7.49E-05
1973.330137,0.0039,6.7,3.5,2.5,0.6,3.2,1.1,7.9,0.4,3.48,0.00052,7.9,1.5,2.3,9.06,0.4,0.5,0.00117,0.00013786,78.8,3,8.16E-05
1973.415068,0.00399,7.4,4,2.7,1,2.7,1.2,8.4,0.6,3.29,0.00051,8.1,1.6,2.1,9.02,0.4,0.5,0.00128,0.00014294,86.2,2.9,8.72E-05
1973.49726,0.00426,10,3.4,3.3,1,3.4,1.2,9.9,0.5,3.25,0.00048,8.3,2,2.8,9.34,0.6,0.6,0.00131,0.00013721,90.9,2.9,8.65E-05
1973.582192,0.00425,9,3.3,2.7,0.8,3.6,0.9,9.8,0.5,3.47,0.00043,8.1,2,2.3,9.4,0.5,0.5,0.00125,0.00013726,76,2.7,8.48E-05
1973.667123,0.00425,8.5,3.1,2.2,0.7,3.8,0.8,9.5,0.5,3.69,0.00044,7.9,2,1.7,9.38,0.5,0.5,0.00118,0.00013732,68,2.7,8.31E-05
1973.749315,0.00421,8.3,3.2,2.2,0.6,3.7,0.9,9.7,0.4,3.82,0.00051,8.3,2.1,1.8,9.28,0.5,0.4,0.00114,0.00013502,67.1,2.7,8.27E-05
1973.834247,0.00417,8.4,3.4,2.5,0.6,3.5,1,10.2,0.4,3.89,0.00062,9,2.1,2.3,9.07,0.5,0.4,0.00111,0.00013132,69.7,2.6,8.30E-05
1973.916438,0.00446,9.2,3.8,2.8,0.7,3.6,1.1,11.3,0.5,3.94,0.00074,9.9,2.3,2.6,9.02,0.6,0.4,0.00108,0.00013101,68.4,2.7,8.59E-05
1974.00137,0.00537,10.9,4.5,3.3,0.9,4,1.1,13.2,0.5,3.94,0.00083,11.1,2.7,2.7,8.99,0.7,0.4,0.00108,0.00013706,73,3.1,9.38E-05
1974.086301,0.00628,12.5,5.2,3.8,1,4.4,1.3,15,0.6,3.93,0.00083,12.2,3.1,2.8,8.96,0.9,0.5,0.00107,0.00014311,85,4,0.0001017
1974.163014,0.00721,13,5.9,4.4,1.2,4.9,1.7,16.4,0.8,3.85,0.00078,14.5,3.4,4.2,9.02,0.9,0.7,0.00111,0.00015363,122.5,5.7,0.0001177
1974.247945,0.0051,9.7,4.5,3.5,0.7,4.1,1.1,11.8,0.8,3.61,7.00E-04,9.9,2.3,2.7,9.23,0.6,0.5,0.00115,0.00012976,81.6,4.6,9.84E-05
1974.330137,0.0046,10.6,5.3,4.3,0.7,4.2,1.1,11.5,0.8,3.56,0.00062,9.1,2.2,2.6,9.27,0.7,0.6,0.0012,0.00014155,86.1,4.4,9.92E-05
1974.415068,0.00479,10,6,4.1,0.7,4.8,1.4,10.5,0.9,3.15,0.00058,9.8,2.2,2.5,9.57,0.7,0.7,0.00145,0.00017472,98.1,4.8,0.0001117
1974.49726,0.00467,9.8,4.5,4.2,0.9,3.8,1.1,11.2,0.9,3.03,0.00053,8.8,2.1,1.6,9.65,0.6,0.7,0.0015,0.00016014,84.3,4,0.0001016
1974.582192,0.0051,10.8,4.4,4.1,0.9,4.4,1.3,10.1,1,3.3,5.00E-04,9.5,2.2,2.7,9.42,0.7,0.6,0.00133,0.00015277,92.7,3.9,0.0001032
1974.667123,0.0047,7.4,4.1,3.2,0.9,4.2,1,10.1,0.6,3.51,0.00045,8.7,1.7,2.6,9.26,0.6,0.5,0.00123,0.00015845,81.7,3.5,9.84E-05
1974.749315,0.00439,8.4,3.6,3.1,0.7,3.2,0.9,8.6,0.6,3.73,0.00047,7.9,1.7,2.9,9.13,0.5,0.5,0.00115,0.00016003,69.3,3.3,8.44E-05
1974.834247,0.00536,8.5,3.9,2.6,0.8,3.9,0.9,9,0.6,3.77,0.00054,7.2,1.7,1.7,9.2,0.5,0.5,0.00112,0.00015937,72.2,3.1,8.66E-05
1974.916438,0.00564,7.3,3.7,3.3,0.7,3.8,0.9,8.5,0.6,3.89,0.00061,7.5,1.6,2.2,9.15,0.5,0.5,0.00112,0.00017621,76.6,3.4,9.14E-05
1975.00137,0.00514,6.6,3.8,3,0.7,2.8,0.9,8.9,0.6,4,0.00065,7.8,1.6,1.3,9.02,0.5,0.5,0.00113,0.00018497,73.8,3.4,9.04E-05
1975.086301,0.00499,8,3.6,3.2,0.6,2.4,0.9,8.4,0.6,3.98,0.00068,7,1.8,1.8,9.03,0.4,0.4,0.00112,0.00016622,71.1,3.1,8.54E-05
1975.163014,0.00457,6.8,3.4,2.6,0.6,3.3,1,8.5,0.5,3.94,0.00078,6.2,1.6,1.6,9.13,0.4,0.4,0.00116,0.00017154,69.3,2.9,8.84E-05
1975.247945,0.00449,9.4,3.8,2.8,0.5,3.6,0.9,8.3,0.6,3.71,0.00097,5.6,1.6,2,9.23,0.5,0.4,0.00124,0.00022245,67.6,2.6,8.39E-05
1975.330137,0.00445,6.9,3.9,3.2,0.8,3.7,1,8.6,0.7,3.42,0.00098,9.3,1.8,2.2,9.38,0.6,0.6,0.00136,0.00021334,77,4.1,9.02E-05
1975.415068,0.00457,10.1,4.6,3.1,0.8,2.9,1.1,9.2,0.6,3.05,0.00081,7.9,1.9,2.6,9.56,0.5,0.6,0.00146,0.00018305,79.2,3.3,9.22E-05
1975.49726,0.00465,9,4,3.4,0.8,3.5,1,9.3,0.5,3.41,0.00056,8.3,1.9,2.4,9.64,0.5,0.5,0.00134,0.00017452,76.6,3.6,9.15E-05
1975.582192,0.00434,9.3,3.6,3.2,0.7,3.3,1,9.6,0.5,3.77,0.00045,8.5,1.9,2.2,9.51,0.5,0.4,0.00118,0.00017882,74.2,3.7,9.05E-05
1975.667123,0.00464,8.2,3.9,3.1,0.6,3,0.9,9.3,0.5,3.87,0.00046,9.1,1.9,2.2,9.44,0.6,0.4,0.00114,0.0001531,68.9,3.7,8.62E-05
1975.749315,0.00623,9.2,3.7,3.7,0.9,3.9,1.1,10.1,0.5,3.93,0.00051,9.3,2.1,2.5,9.42,0.6,0.5,0.00114,0.00017834,83.9,3.6,9.44E-05
1975.834247,0.00554,9.7,3.9,3.3,0.7,3.7,0.9,9.2,0.6,4,0.00057,8.3,2.1,2.4,9.2,0.5,0.5,0.00109,0.00019134,79.5,2.9,9.36E-05
1975.916438,0.00527,8.9,3.6,3.3,0.8,3.7,0.8,9.1,0.6,3.93,0.00058,8.3,2,2.2,9.06,0.5,0.4,0.00111,0.00018372,72.6,2.8,9.24E-05
1976.001366,0.00501,9,3.4,3.2,0.8,3.8,0.8,8.9,0.7,3.84,0.00056,8.3,1.9,2.1,9.01,0.5,0.4,0.00114,0.00017548,67.6,2.9,9.11E-05
1976.086066,0.00481,9,3.4,3.2,0.9,3.8,0.8,8.9,0.7,3.75,6.00E-04,8.2,1.9,2,9.15,0.5,0.4,0.00117,0.00017046,63.4,3.1,9.04E-05
1976.165301,0.00475,9.5,3.8,3.1,0.9,3.8,0.9,8.9,0.6,3.62,0.00059,7.7,2,1.9,9.13,0.5,0.4,0.00121,0.00017275,67.1,2.9,9.12E-05
1976.25,0.0047,9.9,4.3,3.1,0.9,3.8,1,8.9,0.6,3.49,0.00059,7.2,2,1.9,9.14,0.4,0.5,0.00125,0.00017504,70.9,2.9,9.21E-05
1976.331967,0.0047,9.4,4.3,3,0.8,3.8,1.1,8.9,0.6,3.37,0.00051,7.4,2,1.8,9.03,0.5,0.5,0.0013,0.00017874,75.5,3.1,9.28E-05
1976.416667,0.00472,8.9,4.1,3,0.7,3.7,1.1,9,0.6,3.25,0.00047,8,1.9,1.7,9.17,0.5,0.6,0.00135,0.00018316,77.3,3.6,9.34E-05
1976.498634,0.00474,8.2,4,2.9,0.7,3.7,1.1,9,0.6,3.14,0.00043,8.5,1.9,1.6,9.31,0.6,0.6,0.0014,0.0001883,80,3.5,9.38E-05
1976.583333,0.00431,8.3,3.8,2.3,0.7,3.4,0.9,8.4,0.5,3.35,0.00039,7.5,1.7,1.9,9.54,0.5,0.4,0.00129,0.00020176,71.3,2.7,8.53E-05
1976.668033,0.00411,7.3,3.6,2.3,0.7,3,0.8,8.4,0.4,3.91,0.00041,6.9,1.6,1.8,9.17,0.5,0.3,0.00108,0.00016308,61.5,2.3,7.53E-05
1976.75,0.00425,8,3.1,2.3,0.7,2.6,0.7,8.8,0.4,4.03,5.00E-04,6.8,1.7,1.7,9.02,0.5,0.3,0.00106,0.00017898,62,2.3,7.51E-05
1976.834699,0.00432,7.8,3.5,2.6,0.5,2.9,0.7,8.5,0.5,4.01,6.00E-04,8.2,1.8,1.9,8.95,0.4,0.4,0.00107,0.00017092,57.4,2.9,6.67E-05
1976.916667,0.00436,7.1,2.8,2.4,0.7,3.2,0.8,8.1,0.5,4.12,0.00064,7.9,1.6,2.3,8.98,0.5,0.4,0.00106,0.00016855,60.3,2.9,7.35E-05
1977.00137,0.00459,9.4,3.9,3.1,0.6,3.5,0.9,8.7,0.6,4.18,0.00059,7.5,1.8,2.2,8.87,0.7,0.5,0.00107,0.00019316,68.4,2.8,7.84E-05
1977.086301,0.00483,11.2,4.1,3.8,0.9,4.5,1.3,12.1,0.6,4.31,0.00051,9.4,2.4,2.9,8.94,0.7,0.5,0.00105,0.00019951,83.9,3.4,8.87E-05
1977.163014,0.00526,10.9,4,3.3,0.6,4.1,1,11.2,0.6,4.31,0.00046,8.1,2.3,2.9,9.01,0.6,0.5,0.00105,0.00018671,71.4,3.2,8.86E-05
1977.247945,0.0048,9.5,4.8,3.6,0.8,4.1,1,10.7,0.7,3.94,0.00043,9,2.3,2.5,9.11,0.8,0.6,0.00116,0.00019908,68.2,3.7,8.80E-05
1977.330137,0.00532,8.1,4.4,3.8,0.7,5,1.2,11.3,0.6,3.42,0.00041,8.9,2.1,3.1,9.22,0.7,0.6,0.00132,0.00020137,78.4,4,9.29E-05
1977.415068,0.00459,7.8,3.7,3,0.3,3.7,0.8,7.6,0.4,3.23,4.00E-04,6.7,1.7,2.6,9.31,0.4,0.4,0.0014,0.00018618,52.8,2.9,7.56E-05
1977.49726,0.00439,6.8,3.6,2.9,0.4,3.1,0.8,8.4,0.5,3.59,0.00039,6.7,1.5,1.5,9.34,0.4,0.4,0.00126,0.00017444,55.1,2.8,7.42E-05
1977.582192,0.00418,6.6,3.6,2.7,0.5,2.7,0.8,8.4,0.5,3.88,0.00039,6.8,1.5,1.3,9.38,0.4,0.4,0.00113,0.00016478,55.9,2.8,7.20E-05
1977.667123,0.00404,6.6,3.6,2.5,0.5,2.4,0.8,7.9,0.4,4.08,4.00E-04,6.9,1.6,1.6,9.2,0.5,0.4,0.00104,0.00015842,55.6,2.8,6.96E-05
1977.749315,0.00418,8.3,3.6,2.6,0.6,2.7,0.9,8.1,0.4,4.12,0.00054,6.8,1.9,1.6,9.06,0.5,0.3,0.00102,0.00015766,60.1,2.6,6.95E-05
1977.834247,0.00424,6.7,3.7,2.6,0.6,3,0.9,8,0.4,4.08,0.00063,7.4,1.7,1.8,9.04,0.4,0.4,0.00101,0.00016468,55.3,2.5,6.47E-05
1977.916438,0.00455,6.6,3.7,2.6,0.6,3.1,0.9,8.6,0.4,4.08,0.00072,7.4,1.7,1.9,9.09,0.4,0.4,0.001,0.00016987,56.8,2.5,6.57E-05
1978.00137,0.00512,8.4,3.5,2.7,0.6,3,1,10,0.5,4.14,7.00E-04,6.6,1.9,1.7,9.13,0.5,0.4,0.00098,0.00017063,67.1,2.1,7.45E-05
1978.086301,0.00436,7.9,3.6,2.8,0.6,2.8,0.9,8.1,0.5,4.11,0.00066,7,1.9,2,9.07,0.5,0.5,0.00102,0.00017555,61.1,2.4,7.13E-05
1978.163014,0.00398,5.7,3.6,2.7,0.4,3.1,0.8,7.3,0.4,3.98,0.00065,6,1.4,1.8,9.09,0.5,0.4,0.00106,0.00017955,54.4,2.2,7.20E-05
1978.247945,0.00391,5.9,4,3,0.6,2.9,1,7.9,0.5,3.71,0.00065,6.9,1.5,1.7,9.07,0.4,0.5,0.00114,0.00017915,64.2,2.9,7.71E-05
1978.330137,0.00362,7.6,4.6,3.5,0.7,3,1,8,0.5,3.28,0.00064,7.3,1.8,2.1,9.14,0.6,0.5,0.00128,0.00017858,74,3.3,7.90E-05
1978.415068,0.0042,7.3,3.1,2.9,0.6,2.2,0.7,7.8,0.5,3.01,0.00057,5.7,1.5,1.6,9.39,0.4,0.4,0.00138,0.00016092,57.3,2.7,7.51E-05
1978.49726,0.00431,6.9,3.2,3,0.6,1.8,0.7,8.3,0.4,3.36,0.00046,6.4,1.5,2.1,9.48,0.5,0.4,0.00125,0.00016507,59,3,7.70E-05
1978.582192,0.00428,8,3.5,3,0.6,2.6,0.9,8.3,0.4,3.58,0.00048,7.9,1.8,1.6,9.57,0.5,0.4,0.00118,0.00017112,69.1,3.7,7.97E-05
1978.667123,0.00433,7.8,3.5,2.6,0.5,3,1,7.8,0.5,3.8,0.00055,8,1.8,1.6,9.33,0.5,0.4,0.00115,0.00017759,66.3,3.5,7.44E-05
1978.749315,0.00432,7.3,3.5,2.3,0.5,2.9,0.9,7.6,0.5,4.02,0.00062,7.3,1.6,1.7,9.22,0.5,0.4,0.00113,0.00018014,59.6,2.8,6.76E-05
1978.834247,0.00416,7.2,3.8,2.6,0.5,2.7,0.8,8.1,0.4,4.15,0.00063,6.9,1.6,1.6,9.14,0.5,0.4,0.00109,0.00017707,60.3,2.6,6.82E-05
1978.916438,0.00433,10.2,4.3,2.6,0.7,3.7,0.9,8.7,0.4,4.16,0.00064,6.5,1.7,1.2,9.06,0.4,0.4,0.00107,0.00017685,68.6,2.5,7.13E-05
1979.00137,0.00447,8.3,3.2,2.6,0.6,3.5,1,9.3,0.4,4.14,0.00066,8,1.7,2,9.01,0.5,0.4,0.00106,0.00016626,71.4,3.2,7.65E-05
1979.086301,0.00475,8.5,3.7,2.9,0.6,3.5,1.1,10.2,0.5,4.08,0.00069,8.8,1.7,2,8.93,0.5,0.5,0.00105,0.00019145,80.7,3.5,8.47E-05
1979.163014,0.00508,8.6,4,3,0.6,3.3,1.1,9.6,0.6,4.07,0.00072,8.3,1.8,2,8.95,0.5,0.5,0.00107,0.00018429,74.7,3.2,8.26E-05
1979.247945,0.00494,7.8,3.6,3.1,0.6,3.4,1,8.8,0.5,3.96,0.00068,7.7,1.7,1.9,8.96,0.6,0.4,0.00113,0.00017514,64.9,2.8,7.82E-05
1979.330137,0.00443,7,3.3,3.2,0.4,3.3,0.9,8.1,0.5,3.69,0.00062,7,1.6,1.6,8.93,0.5,0.4,0.00123,0.00017889,59.8,2.6,7.62E-05
1979.415068,0.00423,7.5,3.7,3,0.4,2.5,0.8,7.2,0.5,3.39,0.00055,5.9,1.5,1.5,9.11,0.4,0.5,0.00133,0.00017478,57.3,2.4,7.37E-05
1979.49726,0.00426,5.8,2.9,2.9,0.5,2.4,0.6,6.8,0.5,3.23,0.00049,5.2,1.3,1.2,9.26,0.3,0.4,0.00139,0.00016406,51.6,2.5,7.00E-05
1979.582192,0.00423,6.7,3.1,2.3,0.5,2.5,0.7,6.8,0.4,3.58,0.00043,5.2,1.4,1.6,9.38,0.4,0.3,0.00125,0.00015095,59.2,2.8,7.20E-05
1979.667123,0.00399,11,3.6,2.9,0.7,3,1.7,8.8,3.2,4,0.00043,8,1.9,1.5,9.12,0.5,0.4,0.00112,0.00015789,142,4.4,0.000117
1979.749315,0.00405,7.4,3.4,2.1,0.5,3,0.8,8.4,0.8,4.21,6.00E-04,7.2,1.4,1.6,9.01,0.3,0.3,0.00105,0.00014436,60.7,3.8,7.05E-05
1979.834247,0.00398,9.2,3.2,2.6,0.5,3,0.8,8.7,0.8,4.17,0.00077,7.5,1.6,1.9,8.86,0.4,0.3,0.00104,0.00014333,58.4,3.2,7.22E-05
1979.916438,0.00424,9.5,3.9,2.8,0.6,4,1,9.7,1.1,4.08,0.00083,7.4,1.8,2.1,8.84,0.5,0.5,0.00108,0.00014985,72.8,2.7,8.46E-05
1980.001366,0.00415,13.3,3.9,3.1,0.6,3.1,1,8.1,0.7,4,0.00074,5.9,1.7,1.5,8.83,0.4,0.5,0.0011,0.00013821,71.8,1.9,8.08E-05
1980.086066,0.00406,9.6,4,2.8,0.5,2.9,1,9.1,1.2,3.91,0.00064,8.7,1.6,1.8,8.81,0.4,0.5,0.00111,0.00012614,72.5,2.7,7.67E-05
1980.165301,0.00434,9.6,3.3,2.7,0.5,2.8,0.9,8.1,0.9,3.79,6.00E-04,7.5,1.4,2,8.87,0.5,0.4,0.00117,0.00012923,67.9,2.6,8.00E-05
1980.25,0.00479,11,2.9,2.7,0.4,3.2,0.9,7.6,0.7,3.65,0.00067,6.7,1.5,2.2,8.92,0.5,0.4,0.00123,0.00013873,70.6,2.8,8.66E-05
1980.331967,0.00497,12.6,3.3,3.1,0.5,3.4,1,9,1.2,3.53,7.00E-04,8.7,1.8,2.4,9.01,0.5,0.5,0.00129,0.00014601,83.2,3.8,9.00E-05
1980.416667,0.00456,11.9,3.9,3.5,0.6,2.7,1.1,10.8,1.6,3.46,7.00E-04,10.7,1.9,2.4,9.14,0.6,0.5,0.00132,0.00014821,88.3,4.6,8.61E-05
1980.498634,0.00416,11.3,4,3.2,0.5,2.6,1,8.3,0.9,3.41,0.00055,9.1,1.8,2,9.18,0.5,0.4,0.00134,0.00015057,73.1,3.5,8.20E-05
1980.583333,0.00418,10.1,3.7,2.9,0.4,2.4,0.9,8.9,0.7,3.99,0.00043,8.1,1.8,1.5,9.16,0.5,0.5,0.00113,0.00016268,58.5,3,7.22E-05
1980.668033,0.00456,8.6,3.8,3.1,0.6,3.4,0.9,9.6,0.7,4.12,4.00E-04,8.3,1.9,2.1,9.14,0.5,0.4,0.00111,0.00017029,57.1,2.9,7.41E-05
1980.75,0.00457,7.5,4.8,3.1,0.7,4.4,0.9,9.6,0.5,4.07,0.00049,8.7,1.9,2.2,9.11,0.7,0.5,0.00111,0.00019576,59,2.9,7.63E-05
1980.834699,0.00464,9,4,2.7,0.7,2.6,0.8,9.3,0.5,4.33,0.00066,7.1,2,2.2,9.08,0.4,0.5,0.00105,0.00018149,54,2.5,7.14E-05
1980.916667,0.00454,8.7,4.2,2.8,0.7,2.8,0.9,8.7,0.5,4.29,0.00074,7.1,2,2.1,9.06,0.5,0.5,0.00106,0.00018097,56.4,2.5,7.11E-05
