Age,BaCa,Ce,Dy,Er,Eu,Gd,Ho,La,Lu,MnCa,Nd,Pr,Sm,SrCa,Tb,Tm,Y,Yb,YCa
1990.49726,0.01025,25.2,11.4,8.4,2.2,10.5,2.9,22,0.9,0.00269,24.7,5.1,6.6,9.17,1.7,1.1,159,6.6,0.000197
1990.582192,0.0114,24.9,10.6,7.7,2,8.8,2.7,21.4,0.9,0.00281,23.2,4.9,5.9,9.21,1.6,1.1,154,6.4,0.000198
1990.667123,0.0088,25.1,10.7,7.5,2.1,9.1,2.7,19.8,0.9,0.00294,21.7,4.8,5.6,9.15,1.6,1.1,151,5.9,0.000199
1990.749315,0.00664,24.5,11.1,7.5,2.1,9.9,2.7,19.7,0.9,0.00303,22.2,4.8,5.9,9.1,1.7,1.1,156,6,0.000201
1990.834247,0.00564,23.9,11.8,8.1,2.2,11.3,3,22.2,1,0.0031,26,5.2,7.2,9.09,1.9,1.3,173,6.9,0.000202
1990.916438,0.00591,25.4,11.7,8.2,2.1,10.6,2.9,22.7,0.9,0.00322,23.6,5.1,7,9.07,1.8,1.2,166,6.1,0.000201
1991.00137,0.00606,25.8,11.4,8.2,2.1,10.3,2.7,22.7,0.9,0.00327,22.8,5.1,7,9.03,1.7,1.2,158,5.7,0.000201
1991.086301,0.00586,23.5,10.7,8,2.3,11.3,2.6,22,0.9,0.00331,25.2,5.1,7.7,8.97,1.5,1.1,152,6,0.000206
1991.163014,0.00638,24.3,11.3,8.7,2.2,11.5,2.6,22.8,0.9,0.00349,25.5,5.2,7.5,9.04,1.7,1.1,149,5.7,0.000213
1991.247945,0.00694,26.2,12,9.4,2.1,11.7,2.7,23.6,1,0.00345,25.6,5.4,7.1,9.11,1.8,1.2,152,5.7,0.00022
1991.330137,0.00801,29.2,12.4,9.3,2.1,11.8,2.7,24.3,1,0.00331,25.4,5.6,7.1,9.14,1.8,1.2,154,5.6,0.000225
1991.415068,0.00914,31.8,12.6,9,2.1,12,2.8,25.1,1,0.00319,25.2,5.8,7,9.17,1.7,1.2,157,5.7,0.000226
1991.49726,0.01037,29.2,12.4,8.9,2.1,12,2.7,24.7,1,0.00307,25.4,5.7,7.2,9.23,1.8,1.2,155,5.9,0.000227
1991.582192,0.01159,27,12.2,8.7,2,12,2.7,24.3,1,0.00307,25.6,5.5,7.4,9.29,1.9,1.1,157,6.2,0.000229
1991.667123,0.01157,24.9,11.2,7.8,1.7,9.4,2.5,20.6,0.8,0.00304,24.1,5.1,5.8,8.93,1.7,1.1,144,6.1,0.00023
1991.749315,0.00894,23.8,10.7,7.6,1.9,11.2,2.5,20.9,0.7,0.00284,21.5,4.8,5.8,8.91,1.5,1,146,5.7,0.000231
1991.834247,0.00748,22.8,10.9,8.2,1.8,10.3,2.6,21,0.8,0.00288,23.9,5,5.8,8.87,1.7,1,153,6.5,0.000233
1991.916438,0.00658,20.5,11.1,7.8,2.5,10.2,2.6,21.5,0.9,0.00304,23,4.6,6.2,8.92,1.5,1.1,152,6.3,0.000233
1992.001366,0.00593,26.2,11.5,8.4,2.4,10.6,2.8,21.3,1,0.00312,24.7,5.4,6.9,8.89,1.7,1.1,166,6.6,0.000234
1992.086066,0.00729,33.9,11.6,8.6,2.1,12.1,3.3,24.2,0.9,0.00311,27.6,6.4,7.5,8.84,1.9,1.2,189,7.3,0.000237
1992.165301,0.00869,38.2,12.7,9,2.2,12.5,3.7,26.5,1,0.00306,30.9,7.2,8.5,8.92,2,1.3,211,8.2,0.000241
1992.25,0.01009,43,13.9,9.4,2.4,12.9,4.2,28.7,1,0.00299,34.2,7.9,9.5,9.01,2,1.3,234,9.2,0.000241
1992.331967,0.01148,47.7,15.1,9.8,2.5,13.2,4.6,30.9,1.1,0.00289,37.5,8.7,10.5,9.1,2.1,1.4,254,10.1,0.000237
1992.416667,0.01104,43.1,14.6,9.9,2.4,13,4.3,28.9,1.1,0.00276,33.7,7.8,9.9,9.15,2.1,1.4,237,9.2,0.000232
1992.498634,0.01047,37.6,14.1,9.9,2.4,12.9,3.9,26.6,1.2,0.00268,29.4,6.8,9.2,9.19,2,1.4,217,8.1,0.00023
1992.583333,0.00991,31.9,13.5,9.9,2.3,12.7,3.5,24.4,1.2,0.00271,25,5.8,8.5,9.23,1.9,1.4,197,7,0.000229
1992.668033,0.00901,30,12.9,9.2,2.2,12.4,3.4,23.9,1.1,0.00276,25.4,5.6,7.6,9.13,1.8,1.3,193,7.2,0.000227
1992.75,0.00802,29.7,12.5,9.1,2.1,12.1,3.4,24.1,1,0.00277,26.2,5.7,7,9.06,1.8,1.3,192,7.4,0.000222
1992.834699,0.00693,31.1,12.4,9.7,2.3,12,3.4,25.1,1,0.00281,26.9,6,7,9.05,1.9,1.2,198,7.7,0.000218
1992.916667,0.00652,29.6,14.1,11,2.4,12.9,3.6,27,1.2,0.00292,28.4,6.1,7.7,9.05,2.1,1.4,211,8.2,0.000217
1993.00137,0.0063,29.6,14.8,11.3,2.5,13.2,3.7,27.4,1.2,0.00297,28.8,6.1,8.1,9.04,2.1,1.4,216,8.3,0.000216
1993.086301,0.00631,30.9,13.8,10.2,2.7,12.5,3.5,25.2,1,0.00291,27.4,6.1,7.8,9.01,2.1,1.3,207,7.8,0.000212
1993.163014,0.00751,28.7,13.9,10,2.7,12.6,3.5,25.1,1,0.00283,27.4,5.9,7.6,9.04,2,1.4,204,7.7,0.00021
1993.247945,0.00879,26.7,13.9,10,2.6,12.7,3.4,25.3,1.1,0.0028,27.4,5.7,7.3,9.06,1.9,1.4,201,7.6,0.000207
1993.330137,0.01029,26.2,14,10,2.5,12.6,3.3,25.3,1.1,0.00278,27.4,5.6,7.1,9.11,1.9,1.4,198,7.6,0.000205
1993.415068,0.01213,26.6,13.9,10.1,2.3,12.4,3.3,25.1,1.1,0.00272,27.3,5.7,6.9,9.17,1.9,1.4,196,7.6,0.000203
1993.49726,0.01389,26.7,13.7,10.1,2.2,12.1,3.3,24.9,1.1,0.00262,27.2,5.7,6.7,9.24,2,1.4,196,7.6,0.000201
1993.582192,0.0116,26.9,12.7,10.1,1.9,12.5,3.2,24.7,1.1,0.00257,24.2,5.4,7,9.1,1.8,1.3,194,6.8,0.000204
1993.667123,0.00851,25.5,12.5,9.4,3,11.4,3.2,22.8,1.1,0.00258,24.2,5.1,6.7,9.08,1.7,1.3,189,6.8,0.000206
1993.749315,0.00679,28.3,12.6,9.4,2.9,11.4,3.1,23.1,1,0.00257,23.9,5.3,6.8,9.05,1.8,1.2,188,6.8,0.000206
1993.834247,0.00618,30.5,12.3,9.4,2.3,11.3,3.1,23.3,1,0.00256,23.5,5.5,6.8,9.06,1.8,1.2,184,6.7,0.000207
1993.916438,0.00594,27.8,11.9,8.7,2.3,10.6,3,21.7,1,0.00256,23.6,5.2,6.4,9.08,1.7,1.1,176,6.6,0.000209
1994.00137,0.00599,27.3,12.2,9,2,10.9,3.1,21.8,1,0.00255,23.8,5.2,6.5,9,1.7,1.2,178,6.6,0.000213
1994.086301,0.00603,31.7,13.3,10.6,2.3,12.5,3.5,24.9,1.1,0.00255,27.2,5.9,6.7,9.01,1.9,1.4,199,7.5,0.000214
1994.163014,0.00595,28.5,12.7,9.8,2.2,11.7,3.1,23.6,1.1,0.00253,26.3,5.6,6.4,9.03,1.8,1.3,181,7.1,0.000208
1994.247945,0.00587,24.3,12,8.8,2.1,10.8,2.8,21.9,1,0.00255,25.1,5.1,6.1,9.04,1.7,1.2,163,6.7,0.000206
1994.330137,0.00579,20.8,11.3,7.8,1.9,9.9,2.6,20.1,1,0.00257,24,4.7,5.7,9.06,1.6,1.1,149,6.4,0.000205
1994.415068,0.00631,21.5,11.4,7.9,1.9,10.2,2.6,20.1,1,0.00252,23.7,4.8,5.8,9.1,1.6,1.1,152,6.3,0.000205
1994.49726,0.00688,22.8,11.6,8.2,1.9,10.5,2.7,20.2,1,0.00251,23.4,4.9,5.9,9.14,1.7,1.1,156,6.4,0.000202
1994.582192,0.00745,24.6,11.7,8.4,1.9,10.8,2.7,20.3,1,0.00254,23.2,5.1,6,9.18,1.7,1.2,159,6.3,0.000198
1994.667123,0.0104,26.1,10.9,7.3,1.7,9.6,2.5,19.1,0.8,0.00257,19.9,4.8,6.1,9.13,1.5,1,148,5.3,0.000199
1994.749315,0.01163,26.4,11,7.8,1.8,9.5,2.6,20,0.9,0.00261,21,4.8,6,9.1,1.6,1,150,5.6,0.000203
1994.834247,0.00991,25,11.5,8.6,1.9,9.9,2.7,20.8,1,0.00263,22.8,4.8,5.8,9.09,1.5,1.1,154,6.2,0.000205
1994.916438,0.00703,25.7,12.4,9,2.1,10.7,2.9,22.1,1,0.00268,25,5.1,6,9.07,1.6,1.1,167,6.8,0.000208
1995.00137,0.00592,31,13.7,9.5,2.5,11.9,3.4,24.7,1.1,0.00276,28.2,5.9,7,8.98,1.9,1.4,195,7.6,0.000211
1995.086301,0.00596,25.2,12,8.2,2.1,10.3,2.9,20.8,0.9,0.00278,24.2,4.9,7,8.89,1.8,1.2,165,6.5,0.000213
1995.163014,0.00591,27.5,11.6,8.6,2.1,10.8,2.9,21.3,0.9,0.00275,23.9,5,6.8,8.89,1.7,1.2,169,6.5,0.000216
1995.247945,0.0057,27.9,11.2,8.6,2.1,10.8,2.9,21.1,0.9,0.00274,23.6,5.1,6.6,8.9,1.7,1.2,169,6.5,0.000216
1995.330137,0.00524,25.7,10.7,7.8,1.9,10,2.8,19.5,0.8,0.00271,23,4.9,6.3,8.94,1.6,1.1,163,6.4,0.000216
1995.415068,0.00543,25.9,11,8.1,1.8,10.2,2.9,20.9,0.8,0.00267,23.5,5.1,6.8,8.99,1.6,1.1,170,6.5,0.000217
1995.49726,0.00583,27.8,11.7,8.6,1.9,10.7,3,21.9,0.8,0.00258,24,5.4,7.1,9.08,1.7,1.1,177,6.7,0.000217
1995.582192,0.0065,31.7,12.9,9.3,2.2,11.6,3.2,22.2,1,0.00246,24.3,5.8,7.2,9.21,1.9,1.1,189,6.7,0.000219
1995.667123,0.01013,23.1,10.8,7.7,2.2,9.5,2.7,18.4,0.9,0.00242,22.1,4.8,5.5,9.15,1.5,1.1,156,6,0.000221
1995.749315,0.00876,20.1,9.9,7.3,1.9,10.5,2.5,18.7,0.9,0.00241,21.7,4.5,5.7,9.07,1.5,1,149,5.8,0.000223
1995.834247,0.00733,23.9,11.4,8.2,2.2,11.1,3,23.1,0.9,0.00242,27.2,5.5,7.6,9.06,1.8,1.2,177,7.1,0.000224
1995.916438,0.00594,31.1,12.4,9.6,2.4,12.1,3.4,27.5,1,0.00245,28.4,6.3,8.4,9.06,1.9,1.3,203,7.3,0.000226
1996.001366,0.00605,25.4,13.3,9.5,2.3,12,3.2,25.5,1,0.0025,27.6,5.6,7.6,9.03,1.8,1.3,188,6.9,0.000228
1996.086066,0.00599,27.7,12.9,8.2,2.2,11.6,3,22,1,0.00256,24.9,5.6,6.8,8.92,2,1.3,175,6.1,0.000229
1996.165301,0.00613,28.2,12.8,8.3,2.2,11.8,3,22.2,0.9,0.00263,24.6,5.6,6.6,8.94,1.9,1.2,171,5.8,0.000228
1996.25,0.00629,28.7,12.8,8.6,2.2,12,2.8,22.9,0.9,0.00264,24.6,5.6,6.5,8.97,1.8,1.2,156,5.3,0.00023
1996.331967,0.00645,29.8,12.7,8.8,2.3,12.3,2.6,23.6,0.9,0.0026,24.6,5.6,6.4,9.01,1.8,1.1,143,4.7,0.000232
1996.416667,0.00709,30.4,12.8,8.9,2.3,12.2,2.6,23.5,0.9,0.00253,24.8,5.5,6.5,9.11,1.8,1.1,142,4.7,0.000231
1996.498634,0.00776,30.7,12.9,9,2.3,12.1,2.5,23.5,0.9,0.00243,25,5.4,6.6,9.22,1.8,1.1,137,4.7,0.000228
1996.583333,0.00843,30,12.9,9.1,2.4,12,2.4,23.5,1,0.00235,25.2,5.4,6.8,9.32,1.8,1.1,130,4.5,0.000226
1996.668033,0.00954,32.8,13,9.1,2.4,12.1,2.3,24,0.9,0.00231,25.3,5.6,7.6,9.25,1.7,1.1,127,4.2,0.000226
1996.75,0.00964,36.8,13,9.1,2.3,11.9,2.2,24.8,0.9,0.00231,26,5.8,8.1,9.2,1.8,1.2,125,4.2,0.000222
1996.834699,0.00807,40,13.1,9.2,2.3,11.4,2.4,25.9,1,0.00231,27.6,6.2,8.2,9.19,1.9,1.3,134,4.6,0.000219
1996.916667,0.00726,36.8,13.9,9.7,2.3,11.7,2.5,27.1,1,0.00231,28.1,6.2,8.1,9.09,2.1,1.4,143,4.9,0.000215
1997.00137,0.00672,34.2,14.1,9.7,2.2,12.1,2.5,27.6,1,0.00234,28.3,6.1,8,9.01,2.2,1.3,144,5,0.000217
1997.086301,0.00653,33,13.3,8.6,2.1,12.4,2.5,26.7,0.8,0.00235,27.8,6.1,8,8.94,1.9,1.2,144,5,0.000217
1997.163014,0.00672,33.6,14.2,9.9,2.4,13.7,2.8,28,0.9,0.00232,30,6.4,8.2,8.97,2.1,1.3,160,5.8,0.000213
1997.247945,0.00702,34.7,14,10.3,2.6,14.1,3,28.3,1,0.00226,31,6.6,8.4,8.99,2.2,1.4,176,6.6,0.00021
1997.330137,0.00748,36.7,11.7,9.1,2.6,13,3.2,27,1,0.00218,29.7,6.7,8.4,8.99,2.1,1.3,183,7,0.00021
1997.415068,0.01031,65.6,13.7,9.4,2.9,14.5,5.1,43.6,1,0.00214,49.8,11.5,11.4,9.09,2.2,1.3,295,12.7,0.000209
1997.49726,0.01161,74.7,14.6,9.6,3,14.6,5.7,47.4,1.1,0.00215,54.3,12.5,11.9,9.16,2.2,1.3,332,14.6,0.000208
1997.582192,0.01019,41.1,13.1,9.4,2.7,11.9,3.5,29.3,1.2,0.0022,31.2,6.9,7.9,9.17,2,1.3,204,8.2,0.000204
1997.667123,0.00916,47,12.6,9.3,2.6,12.2,3.7,32.5,1.1,0.00233,35.2,7.8,8.2,9.14,1.9,1.3,216,8.9,0.000205
1997.749315,0.00816,55.3,12.1,9.1,2.6,12.7,4.1,36.9,1.1,0.00249,40.9,9.1,8.8,9.11,1.9,1.2,239,10.1,0.000205
1997.834247,0.00715,62.2,11.6,9,2.6,13.1,4.5,41.4,1,0.0026,46.5,10.4,9.4,9.08,1.9,1.2,264,11.3,0.000206
1997.916438,0.00685,56.1,12,9.3,2.5,12.9,4.2,39,1,0.00271,43,9.7,9.2,9.06,1.9,1.2,249,10.1,0.000207
1998.00137,0.0066,51.9,12.4,9.6,2.4,12.7,3.8,36.2,1,0.00288,38.9,8.8,9,9.04,1.9,1.3,221,8.5,0.000207
1998.086301,0.00634,46.9,12.9,9.9,2.4,12.5,3.6,33.2,1.1,0.00305,34.8,7.9,8.8,9.02,1.9,1.3,207,7.4,0.000209
1998.163014,0.00631,36.9,12.1,8.6,2.1,11.1,3.1,27,1,0.00314,27.6,6.4,7.2,9.01,1.8,1.2,177,6,0.000212
1998.247945,0.0063,31.7,12,8.2,2.1,10.7,2.9,23.3,1,0.00309,23.9,5.6,6.6,9.02,1.8,1.1,164,5.3,0.000214
1998.330137,0.00629,31.5,13.4,9.3,2.4,12.1,3.2,24,1,0.00297,26.4,5.9,8,9.05,2,1.1,181,5.8,0.00022
1998.415068,0.0061,29.1,12.8,8.9,2.2,11.4,3.1,22.9,1.1,0.00286,25.5,5.5,7.5,9.05,1.9,1.2,173,5.6,0.000226
1998.49726,0.0063,29.1,12.7,8.9,2.2,11.1,3,22.8,1.1,0.00273,25.1,5.4,7.2,9.09,1.8,1.3,170,5.6,0.000231
1998.582192,0.00714,31.4,13.6,9.8,2.5,11.5,3.3,24,1.1,0.00256,25.7,5.8,7.4,9.18,1.9,1.3,186,6,0.000237
1998.667123,0.00979,30.3,13.2,9.1,2.4,11.3,3,24.1,1,0.00246,26.5,5.8,7.5,9.16,1.7,1.1,169,5.9,0.000239
1998.749315,0.0085,38.6,12.7,8.4,2.6,11.3,3,28.1,1,0.00237,30.8,6.8,7.7,9.13,1.8,1.1,169,6.4,0.000239
1998.834247,0.00689,42.8,13,8.8,2.7,11.8,3.1,28.3,1,0.00233,31.3,7.1,8,9.08,1.7,1.1,174,6.5,0.000241
1998.916438,0.00608,39.4,13.1,9,2.5,12,2.8,26.4,1,0.00237,28.3,6.4,7.7,9.03,1.8,1.2,159,5.7,0.000244
1999.00137,0.00574,32.4,12.8,8.5,2.3,11.4,2.5,24.1,0.9,0.00242,25.2,5.4,6.6,8.98,1.9,1.2,137,4.9,0.000247
1999.086301,0.00591,32.6,12.6,8.5,2.3,10.7,2.5,23.5,0.9,0.00249,26.9,5.6,6.2,8.88,1.8,1,134,5.1,0.00025
1999.163014,0.00594,55.3,15,9,2.7,12.7,3.6,36,0.9,0.00253,38.8,8.7,8.8,8.81,1.9,1.1,191,7.3,0.000251
1999.247945,0.00559,41,11.7,8.4,2.2,11,2.8,25.5,0.8,0.00247,26.9,6.2,6.4,8.88,1.7,1,147,5.2,0.000253
1999.330137,0.00536,33.2,11.9,8.6,2,10.3,2.6,22.5,0.9,0.00243,24.1,5.2,6.7,8.92,1.7,1.1,138,4.8,0.000254
1999.415068,0.00547,33.7,13.3,9.2,2.2,10.8,2.8,24.1,1,0.00242,27.1,5.6,7.6,8.95,1.8,1.2,142,5.3,0.000252
1999.49726,0.0061,38.6,14.3,9.7,2.3,12,3,26,1,0.00242,30.4,6.2,7.8,9.02,2,1.4,154,6.1,0.000247
1999.582192,0.00784,40.1,15.3,10.4,2.6,13.6,3.1,26.7,1,0.00245,29.6,6.3,7.7,9.15,2.2,1.4,159,6.1,0.000241
1999.667123,0.00825,39.9,14.8,11.3,2.6,13.4,3.3,28.8,1.2,0.00249,32,6.7,8.1,9.15,2.2,1.5,168,6.9,0.000235
1999.749315,0.00725,47.4,15.4,11.3,2.7,13.7,3.7,34.8,1.2,0.00253,35.4,7.9,8.6,9.11,2.4,1.5,191,8,0.000229
1999.834247,0.00629,65.1,15.3,10.6,3.1,14.7,4.6,43.5,1.1,0.00255,46.2,10.8,10.7,9.11,2.5,1.4,241,10.7,0.000223
1999.916438,0.00583,66.4,14.4,10,3.2,14.7,4.8,44.1,1.1,0.00256,50.3,11.7,12,9.13,2.3,1.3,251,11.9,0.000215
2000.001366,0.00549,35.6,14.4,9.9,2.9,12.7,3.3,30.3,1,0.00255,33.9,7.2,9.5,9.12,1.9,1.4,177,8.2,0.000208
2000.086066,0.00504,47.4,17.3,11.2,3.2,15.1,4.1,35.7,1.2,0.00255,40.1,9.1,10.8,8.99,2.3,1.5,219,9.9,0.000203
2000.165301,0.00539,47.8,17.2,11.2,3.2,15.2,4.1,35.8,1.2,0.00254,40.1,9.1,10.7,9.05,2.3,1.5,222,9.8,0.000202
2000.25,0.00625,48.5,16.9,11.2,3.2,15.1,4.1,35.5,1.2,0.00252,39.8,9,10.5,9.1,2.3,1.5,219,9.5,2.00E-04
2000.331967,0.00847,49.3,16.6,11.1,3.1,15.1,4.1,35.3,1.2,0.00246,39.4,8.9,10.4,9.12,2.2,1.5,218,9.3,2.00E-04
2000.416667,0.00967,51.4,16.3,11,3.1,15,4.2,34.8,1.1,0.00246,39.1,8.8,10.2,9.15,2.2,1.4,223,9.3,0.000205
2000.498634,0.01037,52.9,16.1,11,3.1,14.9,4.1,34.7,1.1,0.00252,38.7,8.7,10.1,9.2,2.1,1.4,214,8.7,0.000207
2000.583333,0.00803,53.3,15.8,10.9,3.1,14.9,3.8,34.8,1.1,0.00259,38.4,8.6,9.9,9.17,2.1,1.4,193,8,0.000212
2000.668033,0.00609,50.8,15.4,10.8,3,14.6,3.5,33.9,1.1,0.00263,36.8,8.3,9.5,9.14,2.1,1.4,174,7.3,0.000214
2000.75,0.00556,44.8,14.6,10.6,2.7,13.8,3,30,1.1,0.00264,31.2,7.2,8.3,9.12,2.1,1.5,156,6.3,0.000211
2000.834699,0.00544,40.5,13.8,9.9,2.4,12.8,2.7,27.3,1.1,0.00267,28.1,6.5,7.4,9.11,2,1.5,142,5.7,0.000211
2000.916667,0.00589,36.8,12.9,8.7,2,11.8,2.4,26.3,1,0.00274,28.4,6.1,7,9.11,1.8,1.3,124,5.3,0.000207
2001.00137,0.00638,38.1,12.8,8.5,2,11.3,2.3,27.2,1,0.00274,29.2,6.3,7.2,9.09,1.7,1.2,124,5.5,0.000201
2001.086301,0.00689,41,13.1,8.6,2,11.1,2.5,28.5,1,0.00267,30.1,6.8,7.7,9.05,1.6,1.2,139,6,0.000203
2001.163014,0.0071,40.1,13.3,9,2.2,11.2,2.8,28.2,1,0.00259,30.3,6.8,7.6,9.08,1.7,1.2,157,6.7,0.000202
2001.247945,0.0073,39.8,13.5,9.3,2.3,11.4,3,27.9,1,0.00255,30.4,6.7,7.6,9.11,1.8,1.3,169,7,0.000201
2001.330137,0.00749,40,13.8,9.6,2.4,11.6,3,27.7,1.1,0.00254,30.5,6.7,7.5,9.14,1.8,1.3,169,7,0.000201
2001.415068,0.00769,39.1,14,10,2.5,11.8,3.1,27.5,1.1,0.0025,30.7,6.7,7.5,9.17,1.9,1.3,172,7.1,0.000201
2001.49726,0.00788,37.9,14.2,10.3,2.6,12,3.4,27.1,1.1,0.00244,30.8,6.6,7.4,9.2,2,1.4,191,8,0.000203
2001.582192,0.00808,37,14.5,10.7,2.7,12.2,3.2,27.2,1.1,0.00242,30.9,6.6,7.3,9.23,2,1.4,179,7.7,0.000204
2001.667123,0.00851,51,14,9.9,3.4,13.2,4.1,35.9,1.1,0.00243,43.4,9.3,10.1,9.22,2.3,1.4,222,10.4,0.000201
2001.749315,0.00902,79,16.7,10.5,4.1,16.7,5.5,52.3,1.2,0.00244,60.5,14,13.3,9.18,2.6,1.5,301,14.1,0.000199
2001.834247,0.00885,66.2,16.3,10.3,3.4,15.4,4.9,43.8,1.2,0.00241,49.8,11.5,11.4,9.11,2.3,1.4,268,12,2.00E-04
2001.916438,0.00802,30.9,14,9.4,2.3,11.5,2.9,24.1,1.1,0.00241,26.4,5.7,7.3,9.07,1.9,1.2,158,6.5,0.000198
2002.00137,0.00715,35.2,14.4,9.2,2.4,11.5,3.1,26.6,1.1,0.00244,27.6,6.3,7.5,9.07,2.1,1.4,168,6.8,0.000196
2002.086301,0.00666,52.7,14,8.6,2.8,13.1,4.2,40.3,1.1,0.00248,43.4,9.9,10.7,8.99,2.2,1.3,227,10.3,0.000192
2002.163014,0.00676,26.8,13.1,8.9,2.6,11.7,3,23.8,1,0.00249,28.5,5.8,8.3,9.01,1.9,1.2,163,7.2,0.000192
2002.247945,0.00718,22.6,11.5,8.6,2.1,10.2,2.7,21.6,1,0.00254,24.5,4.9,6.2,9.09,1.8,1.2,144,6.4,0.000194
2002.330137,0.00681,26.5,13.1,9.2,2.4,11.8,3.2,24.3,1,0.00254,28.8,5.7,8.9,9.17,1.9,1.4,173,7.8,0.000195
2002.415068,0.0071,36.8,14.1,9.4,2.6,13.8,3.8,30.8,1,0.00254,31,7.1,8.1,9.14,2.2,1.3,201,8.5,0.000198
2002.49726,0.00784,28.3,14.2,10,2.9,13.4,3.5,26.6,1.2,0.00253,31.7,6.4,8.4,9.18,1.9,1.4,180,8.5,0.000208
2002.582192,0.00731,28.1,11.9,8.5,2.2,11.6,2.9,22.7,1.1,0.00258,25.9,5.8,7.4,9.32,1.7,1.2,144,6.5,0.000215
2002.667123,0.00746,29.6,11.9,8.7,2.3,11.8,2.7,22.6,1.1,0.00276,25,5.6,7.1,9.1,1.6,1.1,138,6.3,0.000222
2002.749315,0.00737,57.5,14.2,9.8,3.3,14,4.2,37.6,1.1,0.00292,41.7,9.8,10,9.13,1.9,1.3,212,10.3,0.000225
2002.834247,0.0066,29.4,12.3,8.9,2.3,12,2.7,25.1,1,0.00295,29.3,6.3,8.3,9.08,1.9,1.2,141,7,0.000226
2002.916438,0.00559,25.8,13,8.9,2.5,12.3,2.8,28.8,1,0.00296,32.8,7.1,8.2,9.1,1.9,1.2,143,7.7,0.000228
2003.00137,0.00554,15.9,11.7,8.2,2,10.9,2,22.6,0.9,0.00297,23.9,5.5,7.2,9.02,1.8,1.2,108,5.5,0.000228
2003.086301,0.00535,12.2,11.5,7.5,2.1,9.2,1.8,20.2,0.8,0.00296,21.9,5.1,5.7,8.99,1.5,1,96,5,0.000225
2003.163014,0.0056,13.7,12.8,8.6,2.2,12.1,2.1,24.1,0.9,0.00291,24,5.7,7.1,9.01,1.8,1.2,116,5.5,0.000226
2003.247945,0.00579,10.4,11.9,7.7,2,9.7,2.1,22.7,0.8,0.00274,26.2,5.7,6.4,9.28,1.6,1,113,6.1,0.00023
2003.330137,0.00723,10.7,13.1,8.4,2.2,11.7,2.3,23.8,1.1,0.00265,25.5,5.7,8.2,9.16,1.8,1.2,123,5.9,0.000234
2003.415068,0.00756,13.8,13.1,8.7,2.2,11.3,2.4,24.6,1.1,0.00265,25.6,5.6,8.2,9.22,1.9,1.1,127,5.8,0.000237
2003.49726,0.00798,21.2,13.4,9.3,2.4,11.2,2.6,23.7,1.1,0.00271,26.6,5.8,8,9.29,1.8,1.3,136,6,0.000237
2003.582192,0.00971,31.7,14.6,9.7,2.8,12.1,3,25.9,1.2,0.00277,27.9,6.4,7,9.35,2,1.6,152,6.3,0.000235
2003.667123,0.00962,46.5,16.3,10.9,3.1,14.5,4,33.5,1.3,0.00282,38.8,8.5,9.8,9.29,2.3,1.6,201,8.9,0.000233
2003.749315,0.00942,60.2,18,12.1,3.4,17,5.1,41.3,1.4,0.00284,50.3,10.8,12.9,9.23,2.6,1.6,254,11.8,0.000231
2003.834247,0.00964,53,16.4,11.3,3,15.4,4.5,35.9,1.3,0.00285,42.9,9.3,11,9.24,2.4,1.5,225,10.2,0.000227
2003.916438,0.00991,43.1,14.5,10.3,2.5,13.4,3.7,29.2,1.2,0.00285,33.5,7.5,8.7,9.26,2,1.4,187,8.1,0.000221
2004.001366,0.00881,42.9,14.7,10.4,2.7,13.6,3.8,29.9,1.2,0.00288,34,7.6,8.8,9.22,2,1.4,191,8.3,0.000216
2004.086066,0.0077,43.2,14.9,10.5,2.8,13.9,3.9,30.6,1.2,0.00302,34.7,7.7,9,9.17,2.1,1.4,197,8.5,0.000213
2004.165301,0.00746,43.2,15,10.6,2.9,14.1,4,31.3,1.2,0.00317,35.3,7.8,9.1,9.19,2.1,1.4,205,8.7,0.000213
2004.25,0.00727,42.6,15.2,10.7,3.1,14.3,4.1,32.1,1.2,0.00317,35.9,7.9,9.3,9.21,2.1,1.5,210,8.8,0.00021
2004.331967,0.00707,42.3,15.4,10.8,3.2,14.6,4,32.9,1.2,0.0031,36.6,8,9.4,9.23,2.2,1.5,211,8.9,0.000206
2004.416667,0.00688,43.1,15.6,10.9,3.3,14.8,4.1,33.6,1.2,0.00305,37.2,8.1,9.6,9.26,2.2,1.5,213,9.1,0.000203
2004.498634,0.00669,44.4,15.8,11,3.4,15.1,4.2,34.4,1.2,0.00301,37.9,8.2,9.8,9.28,2.2,1.5,217,9.3,0.000202
2004.583333,0.0065,45,16,11.2,3.6,15.3,4.4,35.1,1.2,0.00293,38.5,8.3,9.9,9.3,2.3,1.6,224,9.7,0.000203
2004.668033,0.00719,44.5,16.1,11.3,3.7,15.6,4.5,35.7,1.2,0.00272,39.2,8.4,10.1,9.25,2.3,1.6,231,10.2,0.000203
2004.75,0.0075,42.2,16.4,11.4,3.6,15.3,4.4,35.4,1.3,0.00252,38.1,8.2,9.7,9.23,2.4,1.6,227,10,0.000202
2004.834699,0.00667,33,15.1,10.6,2.9,13.4,3.8,29.6,1.2,0.00247,31.7,6.7,8.6,9.24,2.3,1.4,190,8.2,2.00E-04
2004.916667,0.00555,30.2,15,10.4,2.6,12.8,3.5,27.2,1.2,0.00248,28.8,6.2,8.7,9.22,2.1,1.5,175,7.3,0.000199
